posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 16-Feb-22,Western Digital,Operator Manufacturing,,Non-Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,2001 - 5000 Employees
Posted on 16-Feb-22,LAM RESEARCH INTERNATIONAL SDN. BHD.,Financial Analyst (Inventory Management),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",8 years,Full-Time,"Accounting/Finance,General/Cost Accounting",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 1-Mar-22,Ban Cheong Construction Sdn Bhd,PEMANDU LORI (LORI TIPPER),"MYR 3,500 - MYR 4,500",Non-Executive,Not Specified,3 years,Full-Time,"Others,General Work",Construction / Building / Engineering,51 - 200 Employees
Posted on 22-Feb-22,Vallen Singapore Pte Ltd (Malaysia Branch),Driver cum Warehouse Assistant (Shah Alam),,Non-Executive,Higher Secondary/STPM/'A' Level/Pre-U,2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Consulting (Business & Management),51 - 200 Employees
Posted on 18-Feb-22,IJM Corporation Berhad,"EXECUTIVE, ADMINISTRATION",,Junior Executive,Bachelor's Degree,1 year,Contract,"Admin/Human Resources,Clerical/Administrative Support",Construction / Building / Engineering,2001 - 5000 Employees
Posted on 14-Feb-22,Dell Global Business Center Sdn Bhd,Purchasing Advisor,,Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 14-Feb-22,Benchmark Electronics (M) Sdn Bhd,Quote Specialist,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,501 - 1000 Employees
Posted on 24-Feb-22,Konica Minolta Business Solutions (M) Sdn Bhd,Sales Executive (Corporate),,Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Sales/Marketing,Sales - Corporate",Computer / Information Technology (Software),501 - 1000 Employees
Posted on 25-Feb-22,Fuciphagus Agritech Sdn Bhd (Yan Wo Wang),Administrative Clerk,"MYR 1,500 - MYR 2,000",Non-Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,Cheng Hooi Food Industries Sdn Bhd,PRODUCTION OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Quality Assurance",,
Posted on 13-Mar-22,SCHENKER LOGISTICS,"COORDINATOR, CUSTOMER SERVICES",,Not Specified,Not Specified,,Full-Time,"Others,General Work",Transportation / Logistics,1001 - 2000 Employees
Posted on 22-Feb-22,New Long Shine (M) Sdn Bhd,Customer Service Executive,"MYR 3,000 - MYR 4,000",Non-Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Services,Customer Service",General & Wholesale Trading,1 - 50 Employees
Posted 12 hours ago,Keysight Technologies,Senior Buyer (Contract),,Not Specified,Not Specified,,Temporary,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted on 11-Mar-22,Renesas Electronics,SENIOR OFFICER,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted on 21-Feb-22,Prangin Mall-JMB,Customer Service Assistant,,Non-Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Services,Customer Service",Property / Real Estate,1 - 50 Employees
Posted on 9-Mar-22,Jabil,Director Supply Chain Management,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted on 5-Mar-22,Western Digital,"Technician 2, Customer Factory Experience",,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Electrical & Electronics,2001 - 5000 Employees
Posted on 23-Feb-22,MALAYSIAN URGENT CARE CLINIC SDN. BHD.,Business Development Executive - Penang,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Healthcare / Medical,1 - 50 Employees
Posted on 15-Feb-22,Flex,Material Planning Administrator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,1 - 50 Employees
Posted on 16-Feb-22,Berjayapak,Assistant Boilerman,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 20-Feb-22,JABIL CIRCUIT,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,
Posted on 23-Feb-22,MALAYSIAN URGENT CARE CLINIC SDN. BHD.,Business Development Executive - Penang,,Not Specified,Not Specified,,Full-Time,"Healthcare,Pharmacy",Healthcare / Medical,1 - 50 Employees
Posted on 18-Feb-22,GLOBAL TEAMGROUP,Operator Kilang Stiker (Kontrak 3 Bulan) Normal,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 19-Feb-22,Toll Group,HR Generalist,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Human Resources",Transportation / Logistics,1 - 50 Employees
Posted on 16-Feb-22,Flex,Senior Buyer,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,1 - 50 Employees
Posted on 19-Feb-22,SAFE TRUCK SDN. BHD.,Customer Service,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Accounting / Audit / Tax Services,1 - 50 Employees
Posted on 25-Feb-22,CONTACTHINGS SOLUTION,Business Development Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Electrical & Electronics,1 - 50 Employees
Posted on 20-Feb-22,Intel,Estimating Controls Manager,,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 19-Feb-22,TS Tonson Marketing,Furniture Lorry Driver Colleague,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Manufacturing / Production,1 - 50 Employees
Posted on 20-Feb-22,Amphenol TCS,OPERATOR PENGELUARAN,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Manufacturing / Production,501 - 1000 Employees
Posted on 15-Feb-22,Flex,Customer Supply Chain Analyst,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,1 - 50 Employees
Posted on 22-Feb-22,Intel,IP Verification Graduate Trainee,,Not Specified,Not Specified,,Internship,"Engineering,Electronics",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 23-Feb-22,Flex,Program Management/Quote,,Not Specified,Not Specified,,Full-Time,"Accounting/Finance,General/Cost Accounting",Electrical & Electronics,1 - 50 Employees
Posted on 18-Feb-22,OMEGA SPARKLES SDN. BHD.,Admin Clerk & Delivery Coordinator,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Retail / Merchandise,
Posted on 19-Feb-22,SAFE TRUCK SDN. BHD.,Outdoor Sales Executive,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Accounting / Audit / Tax Services,1 - 50 Employees
Posted on 19-Feb-22,MALPOM INDUSTRIES BERHAD,General Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 25-Feb-22,ASA Multiplate,SALES COORDINATOR,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",Manufacturing / Production,51 - 200 Employees
Posted on 15-Feb-22,Honeywell,Sr Materials Mgmt Analyst,,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",Telecommunication,201 - 500 Employees
Posted on 20-Feb-22,Intel,Planning Analyst,,Not Specified,Not Specified,,Contract,"Sales/Marketing,Sales - Eng/Tech/IT",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 16-Feb-22,Cisco Systems,Product Supply Planner TMG,,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",Computer / Information Technology (Software),
Posted on 23-Feb-22,Western Digital,"Analyst 2, Business Applications",,Not Specified,Not Specified,,,"Computer/Information Technology,IT-Network/Sys/DB Admin",Electrical & Electronics,2001 - 5000 Employees
Posted on 23-Feb-22,SUNLITE ELECTRONIC,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Others,
Posted on 18-Feb-22,FOONG CHI MOULD INDUSTRIES,Assistant Supervisor (Material Dept),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted on 21-Feb-22,EC GLASS AND ALUMINIUM SDN BHD,LORRY DRIVER,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Construction / Building / Engineering,
Posted on 25-Feb-22,Flex,Receiving Inspector,,Not Specified,Not Specified,,Full-Time,"Accounting/Finance,General/Cost Accounting",Electrical & Electronics,1 - 50 Employees
Posted on 9-Mar-22,HAVANA TRADING,Lorry Driver (Pemandu Lori),,Not Specified,Not Specified,,Full-Time,"Others,General Work",Wood / Fibre / Paper,51 - 200 Employees
Posted on 9-Mar-22,Hitachi Transport System (M) Sdn Bhd,LORRY DRIVER (PENANG),,Not Specified,Not Specified,,Contract,"Others,General Work",Transportation / Logistics,201 - 500 Employees
Posted on 9-Mar-22,Bosch,Business Analyst,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1001 - 2000 Employees
Posted on 11-Mar-22,AGENSI PEKERJAAN IRC,MANUFACTURING OPERATOR (VACANCY 3),,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted on 7-Mar-22,Greatech Integration,General Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted 12 hours ago,G HOTEL AND RESIDENCES,Senior Sales Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",Hotel / Hospitality,201 - 500 Employees
Posted on 9-Mar-22,OZO PRESTIGE SDN. BHD.,Document Controller,,Not Specified,Not Specified,,Internship,"Computer/Information Technology,IT-Network/Sys/DB Admin",Banking / Financial Services,
Posted on 8-Mar-22,IBIDEN Electronics Malaysia,Schedule Waste Technician,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted 12 hours ago,AKS NIVAAS SDN. BHD.,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted on 11-Mar-22,HIN LIM FURNITURE MANUFACTURER,Kelindan Lori,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",General & Wholesale Trading,51 - 200 Employees
Posted 12 hours ago,STG SOUTHERNPAK ENTERPRISE,Customer Service Officer,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Manufacturing / Production,1 - 50 Employees
Posted on 11-Mar-22,UWC Holdings,Assembly Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted 13 hours ago,NTA Machining (M) Sdn Bhd,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted 12 hours ago,BAN HIN BEE,Retail Coordinator / Cashier,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Retail / Merchandise,51 - 200 Employees
Posted on 8-Mar-22,JA Solar Malaysia,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,NGK Globetronics Technology Sdn. Bhd. (NGKGt),OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,201 - 500 Employees
Posted 12 hours ago,SYARIKAT S DIN,SECURITY,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Retail / Merchandise,More than 5000 Employees
Posted on 27-Feb-22,Fasons Holdings,Logistics Assistant (Urgent Hiring),,Not Specified,Not Specified,,Contract,"Services,Logistics/Supply Chain",Manufacturing / Production,1 - 50 Employees
Posted on 4-Mar-22,Toll Group,Finance BPO Specialist,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 11-Mar-22,MEP Enviro Technology,Operator Pengeluaran,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 13-Mar-22,Intradeco,GRINDER & WELDER OPERATOR,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Computer/Information Technology (Hardware),51 - 200 Employees
Posted on 10-Mar-22,G HOTEL AND RESIDENCES,F&B Supervisor,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Hotel / Hospitality,201 - 500 Employees
Posted on 9-Mar-22,Orthomedic Innovations,Tornos CNC Turning Programmer Specialist,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,Allied Group Property Services Sdn Bhd,Accounts  Assistant,,Not Specified,Not Specified,,Contract,"Sales/Marketing,Sales - Corporate",Property / Real Estate,51 - 200 Employees
Posted 12 hours ago,North Talents Consulting,Business Development Manager,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Top Management",,
Posted 12 hours ago,MIPOX Malaysia,OPERATOR PENGELUARAN,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,Warisan Bagan Enterprise,Kerani,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",,
Posted 12 hours ago,Great Eastern MY,"• Associate, Business Development (Penang Branch) -GEGM",,Not Specified,Not Specified,,Full-Time,"Accounting/Finance,Banking/Financial",,
Posted on 11-Mar-22,UWC Holdings,TECHNICIAN ( INDUSTRIAL ),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 12-Mar-22,Dell,APJ Sales Planning & Strategy (I8),,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 11-Mar-22,SWAROVSKI GLOBAL BUSINESS SERVICES ASIA SDN BHD,Central Services Coordinator,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",Call Center/IT-Enabled Services/BPO,1 - 50 Employees
Posted on 11-Mar-22,Optima Asia Pacific,Apprentice,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Manufacturing / Production,51 - 200 Employees
Posted on 12-Mar-22,Dell,"Advisor, Project Program Management",,Not Specified,Not Specified,,,"Sales/Marketing,Sales - Corporate",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 3-Mar-22,3D Instrumentation,Production Planning Control,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 11-Mar-22,Kobay Technology,Engineering Manager,,Not Specified,Not Specified,,,"Engineering,Mechanical",Manufacturing / Production,501 - 1000 Employees
Posted 12 hours ago,ACCORD FURNITURE,Manufacturing Specialist,,Not Specified,Not Specified,,Full-Time,"Others,General Work",,
Posted 12 hours ago,TAHA MEERA ENTERPRISE,Valet attendance,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",,
Posted on 11-Mar-22,Leadman Precision Engineering,Operation Assistant (Packer),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 12-Mar-22,Dell,"Advisor, Marketing Operations",,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 9-Mar-22,Honeywell,"Director, Strategic Sourcing",,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",Telecommunication,201 - 500 Employees
Posted 12 hours ago,ACCORD FURNITURE,Manufacturing Specialist,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 7-Mar-22,Bosch,Internship in Logistics (Receiving Time Window Coordinator),,Not Specified,Not Specified,,,"Engineering,Mechanical",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,MDS Advance Sdn. Bhd,OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Bridge Trading,General Clerk / Kerani Kilang Bawang,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Simfur Design Sdn Bhd,JUNIOR CARPENTER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Lam Research,Tax Analyst 2,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted on 10-Mar-22,Opulent Solutions,Warehouse Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted 13 hours ago,NIBONG TEBAL PAPER MILL,BUS DRIVER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted 8 hours ago,HAVANA TRADING,SALES SUPPORT OFFICER,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Wood / Fibre / Paper,51 - 200 Employees
Posted on 11-Mar-22,UWC Holdings,Process Engineering Section Head,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted 13 hours ago,NM CONNECTOR,Operation Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Pantai Emas,Laundry Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 9-Mar-22,Emico Penang,Purchasing Admin,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 12-Mar-22,STEEL WORLD RESOURCES,GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Construction / Building / Engineering,1 - 50 Employees
Posted 12 hours ago,Cheng Hooi Food Industries Sdn Bhd,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,BloomThis Flora,Florist Artisan (Pulau Pinang),,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",General & Wholesale Trading,1 - 50 Employees
Posted on 11-Mar-22,FOONG CHI MOULD INDUSTRIES,Stock Controller,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,Bridge Trading,Operator Kilang Bawang Sungai Bakap,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",,
Posted 13 hours ago,DOMICA FURNITURE INDUSTRIES,Factory Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,Hotayi Electronic,Purchaser,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,Keysight Technologies,Planning Representative,,Not Specified,Not Specified,,Temporary,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted 12 hours ago,Micron Semiconductors,Procurement Compliance Analyst,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted on 11-Mar-22,UWC Holdings,Logistic Customer Support Executive,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,MMK Spices,Warehouse Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted on 12-Mar-22,Dell,"Analyst, Supply Chain Planner (Demand & Supply)",,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted 12 hours ago,ASE,Manufacturing Supervisor,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",,
Posted on 13-Mar-22,Iconic Medicare,"Internship, Purchasing",,Not Specified,Not Specified,,Internship,"Engineering,Chemical Engineering",Healthcare / Medical,201 - 500 Employees
Posted on 12-Mar-22,Goodealbb Trading,Logistics and Warehousing,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",General & Wholesale Trading,1 - 50 Employees
Posted 12 hours ago,Simfur Design Sdn Bhd,GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,Hotayi Electronic,Material Planner,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,HENG HUAT RESORUCES GROUP BERHAD,Production Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 10-Mar-22,GUH Circuit Industry (PG),Warehouse Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted 12 hours ago,Simfur Design Sdn Bhd,ASSEMBLY AND PACKAGING,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 10-Mar-22,Kuehne & Nagel,"Road Logistics Executive (Penang, Malaysia)",,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Transportation / Logistics,201 - 500 Employees
Posted 12 hours ago,Keysight Technologies,Supply Chain Sr Analyst (Data Analytic),,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,2001 - 5000 Employees
Posted 12 hours ago,Lam Research,Manufacturing Delivery Manager,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted 13 hours ago,Lucky Food Processing,Shipping Assistant,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Food & Beverage / Catering / Restaurant,51 - 200 Employees
Posted on 11-Mar-22,Toll Group,Export Team Leader,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted 11 hours ago,GS Paperboard & Packaging Sdn Bhd,Warehouse Assistant,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,PKT Logistics,Warehouse Executive (Shift work required),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,ACRO RUBBER INDUSTRY,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,SOUTHERN PLASTIC PRODUCTS,Delivery Controller,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,TAN SOW AGRO FARM,Purchasing Planner,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",,
Posted 12 hours ago,Mnosys,Inventory Control Admin,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 12 hours ago,SOUTHERN PLASTIC PRODUCTS,Purchasing Coordinator,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,Micron Semiconductors,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Lam Research,Supply Chain Business Mgr 3 (Weldments),,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,MMK Spices,Warehouse Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted on 12-Mar-22,Western Digital,"Data Science, Logistics Analyst | Fresh Grad",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,2001 - 5000 Employees
Posted 13 hours ago,ESSENCE FURNITURE SDN. BHD.,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,Micron Semiconductors,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Micron Semiconductors,"Snr Manager, MMP Component Inventory Management",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 23-Feb-22,SYNERGY ALLIANCE SOLUTIONS SDN. BHD.,Business Development Executive,"MYR 2,200 - MYR 2,500",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma",3 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Computer / Information Technology (Software),1 - 50 Employees
Posted on 18-Feb-22,TOTAL GROUP BERHAD,Management Trainee,"MYR 2,300 - MYR 3,300",Entry Level,"Higher Secondary/STPM/'A' Level/Pre-U, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Sales/Marketing,Marketing/Business Dev",Accounting / Audit / Tax Services,51 - 200 Employees
Posted on 17-Feb-22,Company Confidential,CUSTOMER SERVICE (PG),,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Customer Service",,
Posted on 22-Feb-22,Sebarang (M) Sdn Bhd,Purchasing Assistant,"MYR 2,000 - MYR 2,400",Entry Level,Not Specified,1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Construction / Building / Engineering,1 - 50 Employees
Posted on 16-Feb-22,Micron Memory Malaysia Sdn Bhd,QA Supervisor (SSD/Module),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Engineering,Other Engineering",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 14-Feb-22,ULTRA CLEAN TECHNOLOGY (MALAYSIA) SDN. BHD.,Customer Program Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Engineering,Mechanical",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 17-Feb-22,Benchmark Electronics IPO Division,"Manager, Purchasing",,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",7 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,51 - 200 Employees
Posted on 14-Feb-22,Opulent Solutions Sdn Bhd,Buyer,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted on 25-Feb-22,Toray Plastics (M) Sdn Bhd,Sales Officer,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Sales/Marketing,Marketing/Business Dev",Polymer / Plastic / Rubber / Tyres,1001 - 2000 Employees
Posted on 14-Feb-22,SANMINA-SCI SYSTEMS (MALAYSIA) SDN BHD,BUYER /  SENIOR BUYER,,Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,1001 - 2000 Employees
