posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 25-Feb-22,Sang Lin Tackle Sdn Bhd,Invoicing Coordinator,,Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Services,Customer Service",Manufacturing / Production,51 - 200 Employees
Posted on 8-Mar-22,LUXOFT MALAYSIA SDN. BHD.,JobStreet Tech Virtual Career Fair (9-11th March 2022),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD)",4 years,Full-Time,"Computer/Information Technology,IT-Network/Sys/DB Admin",Computer / Information Technology (Software),51 - 200 Employees
Posted on 9-Mar-22,E Bridge Childcare PLT,Cook for Childcare Centre,"MYR 1,500 - MYR 2,500",Entry Level,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Education,1 - 50 Employees
Posted on 23-Feb-22,ULTRA CLEAN TECHNOLOGY (MALAYSIA) SDN. BHD.,"Sr Manager, SEA Supply Chain Management",,Senior Manager,Not Specified,10 years,Full-Time,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 10-Mar-22,Flex,Program Administrator - (WD133064),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Others,Others",Manufacturing / Production,More than 5000 Employees
Posted on 11-Mar-22,HK Penli Technology Sdn Bhd,Business Development Manager,"MYR 5,000 - MYR 10,000",Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Manufacturing / Production,1 - 50 Employees
Posted on 12-Mar-22,Jora Jobs,Production Operator,,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted on 25-Feb-22,Amphenol TCS (M) Sdn Bhd,Buyer,,Junior Executive,Not Specified,2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,501 - 1000 Employees
Posted on 3-Mar-22,Osadi Commercial Supplies Sdn Bhd,PRODUCTION MANAGER,"MYR 6,000 - MYR 8,000",Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,51 - 200 Employees
Posted on 22-Feb-22,JR-Tech Solution Sdn Bhd,Purchasing Executive,"MYR 2,500 - MYR 3,500",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Retail / Merchandise,1 - 50 Employees
Posted on 23-Feb-22,Curas Sdn.Bhd.,Operation Executive – Sales Admin,"MYR 2,000 - MYR 3,000",Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Sales/Marketing,Marketing/Business Dev",General & Wholesale Trading,1 - 50 Employees
Posted on 9-Mar-22,Ambu Sdn Bhd,Team Leader - NPI (Process Validation),,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD)",6 years,Full-Time,"Engineering,Electronics",Manufacturing / Production,1001 - 2000 Employees
Posted on 4-Mar-22,GfK Retail and Technology Malaysia Sdn.Bhd,Senior Operation Executive (North Area - Preferably from Penang are encourage to Apply),"MYR 4,500 - MYR 5,000",Senior Executive,Not Specified,3 years,Full-Time,"Others,Others",Consulting (Business & Management),201 - 500 Employees
Posted on 9-Mar-22,QASHIER SDN. BHD.,Business Development Executive,"MYR 3,000 - MYR 5,000",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Computer / Information Technology (Software),1 - 50 Employees
Posted on 4-Mar-22,Agensi Pekerjaan Pasona Sdn Bhd,SALES EXECUTIVE (REF: CY),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Sales/Marketing,Sales - Corporate",Human Resources Management / Consulting,1 - 50 Employees
Posted on 8-Mar-22,Zebra Technologies (M) Sdn Bhd,"Technical Customer Support, Senior ( Korean Speaking) - (98757)",,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Services,Tech & Helpdesk Support",Computer / Information Technology (Software),More than 5000 Employees
Posted on 24-Feb-22,Jabil Circuit Sdn Bhd,Purchasing Section Manager,,Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 10-Mar-22,Michelle Pru Agency,Sales Manager,"MYR 5,000 - MYR 10,000",Manager,Not Specified,3 years,Full-Time,"Accounting/Finance,Banking/Financial",Insurance,
Posted on 5-Mar-22,Mercury Wellness Sdn Bhd,"Pharmacist (Kelantan, Terengganu, Pahang, Seberang Jaya)","MYR 4,500 - MYR 8,000",Junior Executive,"Professional Certificate, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Healthcare,Pharmacy",Healthcare / Medical,51 - 200 Employees
Posted on 7-Mar-22,OTL Asia Sdn Bhd,PEMANDU LORI “CROSS BORDER”,"MYR 1,500 - MYR 2,100",Non-Executive,Not Specified,2 years,Full-Time,"Others,General Work",Transportation / Logistics,51 - 200 Employees
Posted on 22-Feb-22,IJM Corporation Berhad,PURCHASING OFFICER,,Junior Executive,Primary/Secondary School/O Level,1 year,Contract,"Manufacturing,Purchasing/Material Mgmt",Construction / Building / Engineering,2001 - 5000 Employees
Posted on 22-Feb-22,FM GLOBAL LOGISTICS (M) SDN BHD,Documentation Officer,,Non-Executive,Not Specified,2 years,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Transportation / Logistics,51 - 200 Employees
Posted on 25-Feb-22,Ever Want (M) Sdn Bhd,PRODUCTION LEADER SUPERVISOR,,Junior Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",3 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 24-Feb-22,LAM RESEARCH INTERNATIONAL SDN. BHD.,Expeditor (Production & Material Coordinator),,Non-Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 3-Mar-22,Company Confidential,Branch Manager,"MYR 4,000 - MYR 7,000",Manager,Not Specified,5 years,Full-Time,"Manufacturing,Manufacturing",,
Posted on 22-Feb-22,Jabil Circuit Sdn Bhd,BUYER (FRESH GRADUATE),,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 25-Feb-22,Micron Memory Malaysia Sdn Bhd,"Manager, AT ISM, SMT",,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 3-Mar-22,Chan Furniture (M) Sdn Bhd,Management Trainee,,Entry Level,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Sales/Marketing,Merchandising",Retail / Merchandise,1001 - 2000 Employees
Posted on 24-Feb-22,Yollink Industries Sdn Bhd.,ASSISTANT OPERATION MANAGER,,Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 22-Feb-22,timesconsult,Logistic Executive @ MNC (1 Yr Contract Renewable),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Logistics/Supply Chain",Human Resources Management / Consulting,51 - 200 Employees
Posted on 23-Feb-22,Yosogo Writing Instrument Sdn Bhd,Injection Molding Officer,"MYR 2,400 - MYR 3,000",Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",3 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 14-Feb-22,NI Malaysia Sdn Bhd,Experienced Manufacturing Planner,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",6 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 17-Feb-22,PCI Private Limited,"Demand Planner (Based in Malaysia, 1 year contract WFH)",,Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",3 years,Contract,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,51 - 200 Employees
Posted on 17-Feb-22,Kobay Technology Bhd.,General Manager (Extrusion/Adonizing),,Senior Manager,Not Specified,10 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted on 15-Feb-22,Flex,Material Analyst - (WD128247),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,More than 5000 Employees
Posted on 14-Feb-22,Osadi Commercial Supplies Sdn Bhd,Purchasing Officer,"MYR 2,500 - MYR 3,500",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,51 - 200 Employees
Posted on 4-Mar-22,Domino’s Pizza Malaysia,"Krew Domino's Raja Uda, Penang","MYR 1,100 - MYR 1,540",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,1001 - 2000 Employees
Posted on 3-Mar-22,ISSHIN FROZEN SDN. BHD.,Driver (GDL License),"MYR 1,500 - MYR 2,500",Junior Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Others,General Work",Food & Beverage / Catering / Restaurant,1 - 50 Employees
Posted on 15-Feb-22,SWAROVSKI GLOBAL BUSINESS SERVICES ASIA SDN BHD,Central Services Coordinator,,Junior Executive,Not Specified,3 years,Full-Time,"Services,Customer Service",Call Center/IT-Enabled Services/BPO,1 - 50 Employees
Posted on 14-Feb-22,RC Precision Engineering Sdn Bhd,Purchasing Officer,"MYR 1,700 - MYR 1,800",Entry Level,"Diploma, Advanced/Higher/Graduate Diploma",,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Retail / Merchandise,501 - 1000 Employees
Posted on 14-Feb-22,Laird Technologies (M) Sdn Bhd,PRODUCTION SUPERVISOR,,Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 23-Feb-22,Pan Malaysian Pools Sdn Bhd,Transitional Leadership Placement Programme,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Others,201 - 500 Employees
Posted on 16-Feb-22,EB Frozen Food Sdn Bhd,Planning Assistant Manager,"MYR 4,500 - MYR 6,000",Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Food & Beverage / Catering / Restaurant,1001 - 2000 Employees
Posted on 22-Feb-22,Teleperformance Malaysia Sdn Bhd,Business Solution Director _China Market (Remote),,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",10 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Call Center/IT-Enabled Services/BPO,More than 5000 Employees
Posted on 16-Feb-22,Agensi Pekerjaan PERSOLKELLY Malaysia Sdn Bhd,"Purchaser @ Electronics Supplier (ID: 541833) - George Town, Up to RM 3,500","MYR 3,000 - MYR 3,500",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,201 - 500 Employees
Posted on 17-Feb-22,Western Digital,Production Control Support (Shift Work),,Non-Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",3 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,2001 - 5000 Employees
Posted on 15-Feb-22,Tialoc Malaysia Environmental Sdn Bhd,Purchasing Manager,,Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Construction / Building / Engineering,51 - 200 Employees
Posted on 14-Feb-22,Osadi Commercial Supplies Sdn Bhd,Senior Material Planner,"MYR 5,000 - MYR 7,000",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,51 - 200 Employees
Posted on 24-Feb-22,IMIKA EMPIRE SDN BHD,Senior Sales Branch Manager,"MYR 9,800 - MYR 13,720",Senior Manager,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",15 years,Full-Time,"Sales/Marketing,Retail Sales",Retail / Merchandise,1 - 50 Employees
Posted on 18-Feb-22,BYD Electronics (M) Sdn Bhd,Sourcing Executive,,Senior Executive,Not Specified,5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,201 - 500 Employees
Posted on 18-Feb-22,Micron Memory Malaysia Sdn Bhd,Test Manufacturing Shift Supervisor,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 14-Feb-22,SYARIKAT PERUSAHAAN JOOI BERSAUDARA SDN. BHD.,Production Supervisor,,Non-Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 14-Feb-22,PARCELHUB,Management Trainees,"MYR 1,500 - MYR 2,600",Entry Level,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Others,51 - 200 Employees
Posted on 23-Feb-22,DEXCOM (MALAYSIA) SDN. BHD.,Calibration Technician 2,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Engineering,Mechanical",Manufacturing / Production,2001 - 5000 Employees
Posted on 4-Mar-22,Domino’s Pizza Malaysia,"Krew Domino's Sunway Carnival, Penang","MYR 1,100 - MYR 1,540",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,1001 - 2000 Employees
Posted 11 hours ago,Upal,Shipping Executive,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 10-Mar-22,Marrybrown Sdn Bhd,Kitchen Crew (Batu Kawan),"MYR 1,100 - MYR 1,200",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,501 - 1000 Employees
Posted on 18-Feb-22,Advantech Co. Malaysia Sdn Bhd,RMA Engineer / Repair Engineer,"MYR 3,000 - MYR 5,000",Senior Executive,Not Specified,2 years,Full-Time,"Engineering,Mechanical",Computer/Information Technology (Hardware),1 - 50 Employees
Posted on 18-Feb-22,Company Confidential,Pemandu Lori Lesen D atau E beserta GDL Diperlukan,"MYR 1,500 - MYR 1,800",Non-Executive,Not Specified,1 year,Full-Time,"Others,General Work",,
Posted on 22-Feb-22,COMET TECHNOLOGIES MALAYSIA SDN. BHD.,INTERNSHIP,,Entry Level,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Internship,"Manufacturing,Manufacturing",Electrical & Electronics,51 - 200 Employees
Posted on 10-Mar-22,Marrybrown Sdn Bhd,Counter Crew (Batu Kawan),"MYR 1,100 - MYR 1,200",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Sales/Marketing,Retail Sales",Food & Beverage / Catering / Restaurant,501 - 1000 Employees
Posted on 7-Mar-22,Public Gold Marketing Sdn Bhd,Internship - Data Mining | Web or Apps or UI UX Developer | E Commerce | Digital Marketing (SEO) | Business Development | Business Operation,,Entry Level,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Internship,"Computer/Information Technology,IT-Software",Gems / Jewellery,201 - 500 Employees
Posted on 15-Feb-22,LAKSA JAYA SDN. BHD.,Assistant Supervisor - MyLaksa Mydin Bukit Mertajam,"MYR 1,700 - MYR 1,800",Non-Executive,Not Specified,2 years,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,51 - 200 Employees
Posted on 24-Feb-22,NEXENT SDN. BHD.,Admin Executive,,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Consulting (Business & Management),51 - 200 Employees
Posted 12 hours ago,Continental AG,Procurement & Order Management Analyst,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",R&D,51 - 200 Employees
Posted on 23-Feb-22,IMA AUTOMATION MALAYSIA SDN BHD,Project Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",7 years,Full-Time,"Engineering,Mechanical",Manufacturing / Production,51 - 200 Employees
Posted on 18-Feb-22,J&T CARGO,System Analyst,"MYR 2,500 - MYR 4,500",Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Computer/Information Technology,IT-Software",Transportation / Logistics,1001 - 2000 Employees
Posted 12 hours ago,JJ Express Services Sdn Bhd,Finance Executive,"MYR 2,200 - MYR 3,300",Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Accounting/Finance,General/Cost Accounting",Transportation / Logistics,201 - 500 Employees
Posted 12 hours ago,Watson's Personal Care Stores,Warehouse Associate (Butterworth Penang),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Retail / Merchandise,2001 - 5000 Employees
Posted on 22-Feb-22,Valeo Marketing Sdn Bhd,Ecommerce Manager,"MYR 1,200 - MYR 2,400",Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Contract,"Sales/Marketing,E-commerce",Retail / Merchandise,
Posted on 22-Feb-22,KOYO CORPORATE (M) SDN. BHD.,Business Development Executive,,Entry Level,"Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Sales/Marketing,Marketing/Business Dev",General & Wholesale Trading,1 - 50 Employees
Posted on 23-Feb-22,Scandinavian IBS Sdn Bhd,Admin Officer,"MYR 1,800 - MYR 3,500",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Manufacturing / Production,501 - 1000 Employees
Posted on 16-Feb-22,McDonald's,Program Perantis Remaja (McDonald's Bukit Jambul),,Entry Level,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",,Part-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,2001 - 5000 Employees
Posted on 9-Mar-22,UWC Holdings Sdn Bhd,Internship for Business Studies,,Entry Level,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Internship,"Sales/Marketing,Marketing/Business Dev",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,Simfur Design Sdn Bhd,ASSEMBLY AND PACKAGING,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 9-Mar-22,SICK SENSOR (MALAYSIA) SDN. BHD.,"Sales Engineer, Factory and Logistic Automation (Northern Malaysia)",,Junior Executive,Not Specified,1 year,Full-Time,"Sales/Marketing,Sales - Eng/Tech/IT",Others,1 - 50 Employees
Posted 12 hours ago,Tri-Mode System (Penang) Sdn Bhd,Import Forwarding Documentation Clerk,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,SOUTHERN PLASTIC PRODUCTS,Delivery Controller,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 11-Mar-22,MG Hearing Malaysia Sdn. Bhd.,QA Engineer/ QA Technician,,Entry Level,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Manufacturing,Quality Assurance",Healthcare / Medical,
Posted 12 hours ago,Dragon Alliance SDN BHD,Shipping Assistant,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 10-Mar-22,Marrybrown Sdn Bhd,Cashier (Batu Kawan),"MYR 1,100 - MYR 1,200",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Sales/Marketing,Retail Sales",Food & Beverage / Catering / Restaurant,501 - 1000 Employees
Posted on 11-Mar-22,Lifework Staffing Services,Logistics Executive,,Not Specified,Not Specified,,Contract,"Services,Logistics/Supply Chain",Human Resources Management / Consulting,201 - 500 Employees
Posted on 16-Feb-22,McDonald's,Program Perantis Remaja (McDonald's Prangin Mall),,Entry Level,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",,Part-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,2001 - 5000 Employees
Posted 12 hours ago,Keysight Technologies,Supply Chain Associate (with IT background),,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Electrical & Electronics,2001 - 5000 Employees
Posted 13 hours ago,P and P Hikmah,WAREHOUSE ASSISTANT,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 12 hours ago,High Ace Industries Sdn Bhd,Warehouse Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted on 11-Mar-22,Leadman Precision Engineering,Operation Assistant (Packer),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,Hong Bee Hardware Co Sdn Bhd,Store Hand ( Motorbike Division ),,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Construction / Building / Engineering,201 - 500 Employees
Posted on 4-Mar-22,Tri-Mode System (Penang) Sdn Bhd,Export Forwarding Documentation Clerk,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 12-Mar-22,ALTAIRAA GLOBAL,STOR HAND,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Transportation / Logistics,1 - 50 Employees
Posted on 9-Mar-22,Golden Fresh,PRODUCTION SUPERVISOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted on 10-Mar-22,Jabil,Purchasing Section Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,BRITISH DENIM SDN. BHD.,Storekeeper - Immediate Vacancy,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 12 hours ago,Agilent Technologies,Manufacturing Cost Modeling Engineer,,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,501 - 1000 Employees
Posted on 13-Mar-22,CHOON FATT SAUCE FACTORY,Store Keeper,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,GLOBAL INDUSTRIES SERVICES,General Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Altus Engineering & Trading Sdn Bhd,General worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,ECO WORLD WELLNESS,Administration Officer  (Seberang Jaya),,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",,
Posted 12 hours ago,Simfur Design Sdn Bhd,JUNIOR CARPENTER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 12-Mar-22,Swiss Profile,Storekeeper,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted on 11-Mar-22,FC1 SMART,Storehand,,Not Specified,Not Specified,,Full-Time,"Engineering,Industrial Engineering",Manufacturing / Production,1 - 50 Employees
Posted on 10-Mar-22,Professional Tools & Dies Sdn Bhd,STOREHAND,,Not Specified,Not Specified,,Full-Time,"Engineering,Industrial Engineering",Manufacturing / Production,201 - 500 Employees
Posted 12 hours ago,ACCORD FURNITURE,Manufacturing Specialist,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 9-Mar-22,ESSENCE FURNITURE SDN. BHD.,Storekeeper,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,UNIFY SHIPPING SERVICES,Customer Service,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Transportation / Logistics,1 - 50 Employees
Posted 13 hours ago,Mnosys,Project/ Program Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 13-Mar-22,COCO INDUSTRY,Lorry Driver,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1 - 50 Employees
Posted on 13-Mar-22,POLYPLAS,Tool & Die Maker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted 12 hours ago,ClassA Industrial,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Polymer / Plastic / Rubber / Tyres,201 - 500 Employees
Posted 12 hours ago,BAN HIN BEE,Retail Coordinator / Cashier,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Retail / Merchandise,51 - 200 Employees
